/scratch/eys8549/saycam_a/A016_segment19.mp4 0
/scratch/eys8549/saycam_a/A030_segment16.mp4 0
/scratch/eys8549/saycam_a/A145_segment11.mp4 0
/scratch/eys8549/saycam_a/A004_segment11.mp4 0
/scratch/eys8549/saycam_a/A117_segment14.mp4 0
/scratch/eys8549/saycam_a/A052_segment0.mp4 0
/scratch/eys8549/saycam_a/A113_segment5.mp4 0
/scratch/eys8549/saycam_a/A098_segment28.mp4 0
/scratch/eys8549/saycam_a/A088_segment26.mp4 0
/scratch/eys8549/saycam_a/A012_segment6.mp4 0
/scratch/eys8549/saycam_a/A136_segment7.mp4 0
/scratch/eys8549/saycam_a/A110_segment1.mp4 0
/scratch/eys8549/saycam_a/A035_segment3.mp4 0
/scratch/eys8549/saycam_a/A095_segment20.mp4 0
/scratch/eys8549/saycam_a/A020_segment13.mp4 0
/scratch/eys8549/saycam_a/A018_segment17.mp4 0
/scratch/eys8549/saycam_a/A028_segment21.mp4 0
/scratch/eys8549/saycam_a/A133_segment6.mp4 0
/scratch/eys8549/saycam_a/A038_segment2.mp4 0
/scratch/eys8549/saycam_a/A100_segment6.mp4 0
/scratch/eys8549/saycam_a/A077_segment14.mp4 0
/scratch/eys8549/saycam_a/A085_segment27.mp4 0
/scratch/eys8549/saycam_a/A016_segment1.mp4 0
/scratch/eys8549/saycam_a/A026_segment9.mp4 0
/scratch/eys8549/saycam_a/A061_segment25.mp4 0
/scratch/eys8549/saycam_a/A019_segment24.mp4 0
/scratch/eys8549/saycam_a/A067_segment9.mp4 0
/scratch/eys8549/saycam_a/A093_segment17.mp4 0
/scratch/eys8549/saycam_a/A066_segment18.mp4 0
/scratch/eys8549/saycam_a/A135_segment6.mp4 0
/scratch/eys8549/saycam_a/A066_segment5.mp4 0
/scratch/eys8549/saycam_a/A079_segment19.mp4 0
/scratch/eys8549/saycam_a/A130_segment10.mp4 0
/scratch/eys8549/saycam_a/A056_segment3.mp4 0
/scratch/eys8549/saycam_a/A020_segment14.mp4 0
/scratch/eys8549/saycam_a/A021_segment9.mp4 0
/scratch/eys8549/saycam_a/A016_segment9.mp4 0
/scratch/eys8549/saycam_a/A015_segment11.mp4 0
/scratch/eys8549/saycam_a/A043_segment16.mp4 0
/scratch/eys8549/saycam_a/A098_segment10.mp4 0
/scratch/eys8549/saycam_a/A078_segment5.mp4 0
/scratch/eys8549/saycam_a/A024_segment3.mp4 0
/scratch/eys8549/saycam_a/A128_segment26.mp4 0
/scratch/eys8549/saycam_a/A088_segment4.mp4 0
/scratch/eys8549/saycam_a/A092_segment0.mp4 0
/scratch/eys8549/saycam_a/A002_segment22.mp4 0
/scratch/eys8549/saycam_a/A050_segment7.mp4 0
/scratch/eys8549/saycam_a/A026_segment18.mp4 0
/scratch/eys8549/saycam_a/A120_segment9.mp4 0
/scratch/eys8549/saycam_a/A040_segment6.mp4 0
/scratch/eys8549/saycam_a/A095_segment2.mp4 0
/scratch/eys8549/saycam_a/A034_segment12.mp4 0
/scratch/eys8549/saycam_a/A089_segment11.mp4 0
/scratch/eys8549/saycam_a/A029_segment2.mp4 0
/scratch/eys8549/saycam_a/A032_segment5.mp4 0
/scratch/eys8549/saycam_a/A099_segment9.mp4 0
